scorer,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000
individuals,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB
bodyparts,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1036,939.103,204.228,0.9869999885559082,908.03,198.962,0.996999979019165,883.469,196.854,1.0,866.358,196.391,1.0,846.042,188.617,1.0,366.68,221.189,1.0,319.713,235.554,0.9980000257492065,276.7,267.591,1.0,253.378,289.069,1.0,216.822,314.387,0.996999979019165
1037,892.032,186.17,0.9879999756813049,915.824,196.422,0.9860000014305115,916.289,203.574,0.9789999723434448,877.869,192.998,0.9900000095367432,851.294,185.22,1.0,420.253,231.658,1.0,340.98,245.53,0.9990000128746033,300.186,260.113,0.9990000128746033,268.628,271.267,1.0,235.068,267.004,0.9980000257492065
1038,884.664,185.253,0.9900000095367432,918.342,195.779,0.9959999918937683,915.266,195.335,0.9890000224113464,861.849,196.362,0.8159999847412109,846.966,181.718,0.9850000143051147,477.708,238.394,1.0,414.427,236.542,0.9980000257492065,366.016,239.799,1.0,324.831,244.379,1.0,293.213,251.544,1.0
1039,885.315,185.77,0.9620000123977661,907.882,190.248,0.9290000200271606,914.321,189.328,0.9860000014305115,891.81,189.946,0.5049999952316284,843.748,174.276,0.9919999837875366,514.908,245.659,1.0,454.855,238.105,1.0,414.954,236.303,1.0,367.81,233.331,1.0,330.049,226.242,1.0
1040,,,,,,,,,,,,,,,,580.078,256.078,1.0,527.021,245.375,1.0,482.13,240.573,1.0,444.709,240.808,1.0,403.098,234.538,0.9990000128746033
1041,881.661,181.714,1.0,916.029,182.677,0.9980000257492065,874.658,181.443,0.9729999899864197,847.66,179.443,0.9950000047683716,823.73,177.574,1.0,,,,,,,,,,,,,,,
1042,883.822,170.744,0.9990000128746033,907.926,179.195,0.9449999928474426,851.821,172.49,0.878000020980835,845.524,171.272,0.8569999933242798,806.772,182.848,1.0,706.744,251.684,1.0,659.917,258.802,1.0,622.467,258.588,1.0,581.791,258.009,1.0,542.068,251.372,0.9990000128746033
1043,892.876,164.39,0.9160000085830688,861.358,163.326,0.9980000257492065,843.157,171.097,0.9940000176429749,820.044,180.537,0.9909999966621399,802.641,186.924,1.0,750.618,242.376,1.0,701.315,261.628,1.0,662.041,266.339,1.0,621.924,263.948,1.0,583.508,265.547,1.0
1044,884.553,149.357,0.8970000147819519,852.013,163.018,0.9909999966621399,838.5,171.24,0.9990000128746033,818.305,180.81,0.9990000128746033,803.032,187.226,0.9990000128746033,763.046,240.82,1.0,711.698,254.842,1.0,670.137,255.542,1.0,628.194,265.614,1.0,587.556,267.466,1.0
1045,755.893,186.713,0.9959999918937683,814.847,180.734,0.9819999933242798,,,0.0,829.336,185.512,0.7820000052452087,,,0.0,762.513,266.07,1.0,714.518,260.658,1.0,671.355,261.596,1.0,634.226,260.759,1.0,592.842,259.246,1.0
1046,,,0.0,717.341,196.09,0.9879999756813049,780.171,188.19,0.9629999995231628,837.941,194.614,0.9810000061988831,890.586,195.731,0.8379999995231628,733.838,283.163,1.0,689.437,278.608,1.0,651.971,269.484,1.0,617.669,260.224,1.0,578.708,256.633,1.0
1047,642.012,207.759,0.9990000128746033,701.137,202.185,0.9750000238418579,761.635,187.238,0.9829999804496765,806.196,179.15,0.9679999947547913,867.24,163.927,0.859000027179718,714.677,328.504,1.0,678.422,285.049,0.9990000128746033,649.524,264.297,1.0,619.908,251.327,0.9980000257492065,577.297,251.821,1.0
1048,634.505,211.593,0.9940000176429749,688.353,203.391,0.9990000128746033,745.708,203.649,0.9909999966621399,798.302,187.095,0.890999972820282,858.721,165.761,0.5389999747276306,695.459,405.12,1.0,676.535,359.953,1.0,656.442,316.27,1.0,639.781,278.63,1.0,621.756,245.434,0.9739999771118164
1049,628.455,197.22,0.546999990940094,686.209,202.192,0.9860000014305115,745.856,200.688,0.996999979019165,799.356,194.76,0.972000002861023,,,0.0,707.222,453.803,1.0,688.069,407.991,1.0,681.823,364.606,1.0,667.082,331.101,1.0,653.64,298.725,1.0
1050,627.491,197.13,0.3370000123977661,678.149,199.654,0.9990000128746033,740.06,200.537,0.9860000014305115,,,0.0,,,0.0,713.328,477.304,0.9990000128746033,697.087,424.422,0.9990000128746033,684.187,388.544,1.0,683.604,361.062,1.0,679.565,330.953,1.0
1051,,,0.0,714.019,195.054,0.10199999809265137,707.54,188.149,0.9359999895095825,750.285,187.227,0.9739999771118164,794.782,187.414,0.9929999709129333,700.434,452.793,1.0,689.587,419.245,0.9990000128746033,684.125,396.075,0.9990000128746033,681.381,373.262,0.9990000128746033,667.772,359.023,1.0
1052,556.853,143.564,1.0,605.079,149.02,0.9990000128746033,650.903,147.673,0.9039999842643738,668.442,156.208,0.35600000619888306,706.662,171.234,0.9539999961853027,667.221,436.69,0.9909999966621399,677.312,387.975,0.9990000128746033,674.77,372.94,0.9879999756813049,684.896,364.074,0.9800000190734863,669.005,353.904,0.996999979019165
1053,520.977,104.067,1.0,564.897,137.57,1.0,582.036,172.292,1.0,591.877,202.928,1.0,609.321,236.948,1.0,694.569,380.503,0.9940000176429749,694.725,406.016,0.9980000257492065,683.169,381.427,0.9430000185966492,682.741,378.295,0.9890000224113464,668.053,360.515,0.9959999918937683
1054,501.197,119.323,1.0,550.161,137.438,1.0,577.189,167.069,1.0,596.192,197.561,1.0,611.576,232.395,1.0,683.185,362.086,0.890999972820282,684.579,396.683,1.0,697.274,405.519,0.9879999756813049,683.562,372.085,0.9879999756813049,682.058,364.62,0.8169999718666077
1055,450.153,122.563,1.0,503.359,127.802,1.0,549.769,146.259,1.0,582.273,171.558,0.9990000128746033,601.684,199.745,1.0,682.91,361.84,0.9850000143051147,686.052,402.496,1.0,697.663,410.399,0.9829999804496765,675.669,364.73,0.9869999885559082,675.307,346.897,0.8659999966621399
1056,373.643,108.188,1.0,422.396,117.402,1.0,468.362,124.485,0.9990000128746033,509.271,139.537,1.0,542.596,155.103,1.0,643.507,347.473,0.8960000276565552,682.249,379.78,0.8889999985694885,678.185,388.559,0.9950000047683716,667.653,365.487,0.9679999947547913,660.587,342.097,0.9980000257492065
1057,320.887,121.364,1.0,367.432,118.14,1.0,412.82,118.259,1.0,455.731,122.179,1.0,490.071,129.948,1.0,507.431,244.747,1.0,558.031,281.858,1.0,596.81,323.266,0.9990000128746033,626.779,358.131,0.9959999918937683,660.572,403.064,0.3779999911785126
1058,272.264,129.287,1.0,316.448,112.182,1.0,359.777,106.763,0.9990000128746033,396.379,105.538,0.9980000257492065,433.879,98.122,0.9980000257492065,455.975,188.152,1.0,506.648,241.409,1.0,545.224,285.628,0.9980000257492065,578.715,318.069,1.0,617.607,349.305,1.0
1059,258.211,122.752,1.0,299.274,111.669,1.0,335.804,109.052,0.996999979019165,372.285,108.54,0.9959999918937683,413.808,102.368,1.0,449.622,182.69,1.0,492.293,228.155,0.9959999918937683,532.802,260.194,0.9990000128746033,580.386,307.053,1.0,612.531,354.218,1.0
1060,242.32,128.286,1.0,289.175,123.366,1.0,329.252,124.899,0.9959999918937683,355.596,126.06,0.7070000171661377,380.156,124.042,0.5680000185966492,428.44,190.626,0.9990000128746033,483.181,230.532,1.0,532.405,263.126,0.9990000128746033,582.614,306.507,1.0,618.757,345.219,0.9990000128746033
1061,231.794,139.242,1.0,284.656,123.556,1.0,329.812,121.414,0.9940000176429749,360.074,115.863,0.9990000128746033,384.503,106.688,0.9990000128746033,445.97,189.767,1.0,491.421,229.864,1.0,533.799,259.992,1.0,581.512,306.337,1.0,612.871,351.912,1.0
1062,233.051,143.253,1.0,284.338,121.904,1.0,330.277,108.595,0.9890000224113464,355.335,107.799,0.9639999866485596,387.197,100.361,0.8259999752044678,428.134,179.094,0.9990000128746033,477.524,216.219,1.0,524.446,255.38,0.9990000128746033,571.648,292.414,0.9909999966621399,596.09,339.04,0.9539999961853027
1063,258.976,157.318,1.0,301.375,128.919,0.996999979019165,332.387,108.283,0.9919999837875366,355.703,84.228,0.8730000257492065,365.402,67.124,0.20399999618530273,436.328,194.422,1.0,482.746,234.249,1.0,527.502,261.385,1.0,569.859,299.887,0.9980000257492065,596.947,343.722,0.9909999966621399
1064,253.715,168.945,1.0,293.967,138.285,1.0,330.822,116.99,0.9990000128746033,354.763,92.489,0.996999979019165,381.448,76.858,0.9990000128746033,446.806,196.292,1.0,491.364,233.624,1.0,531.971,260.914,1.0,570.216,300.529,0.9990000128746033,603.537,343.834,0.9919999837875366
1065,266.683,185.931,1.0,291.417,149.78,1.0,321.269,125.247,0.996999979019165,346.216,100.696,0.9990000128746033,367.77,84.061,0.996999979019165,450.179,187.73,1.0,498.016,241.185,0.9980000257492065,537.805,272.645,0.9980000257492065,571.679,301.767,0.9990000128746033,599.335,344.581,1.0
1066,277.753,199.506,1.0,295.936,153.463,0.996999979019165,320.668,118.077,1.0,337.337,91.614,1.0,356.399,63.551,0.9990000128746033,460.288,211.465,0.8870000243186951,495.159,226.365,0.9829999804496765,535.063,258.997,0.9990000128746033,573.479,302.532,0.9959999918937683,610.728,336.634,1.0
1067,280.078,204.966,1.0,293.741,152.799,1.0,316.625,118.39,1.0,332.603,91.217,0.9980000257492065,349.164,63.589,0.9959999918937683,,,0.0,507.075,235.431,0.7099999785423279,546.8,274.747,0.9990000128746033,571.762,307.997,0.9980000257492065,605.499,332.966,0.8939999938011169
1068,272.897,204.268,1.0,297.829,163.352,0.9990000128746033,317.136,125.0,0.9940000176429749,325.837,92.497,0.9990000128746033,339.138,64.402,0.9990000128746033,,,0.0,,,0.0,539.34,292.181,0.7200000286102295,541.52,316.258,0.9580000042915344,550.408,345.992,1.0
1069,265.714,217.115,1.0,300.04,177.275,1.0,317.46,126.421,0.9980000257492065,326.725,93.454,0.9990000128746033,339.433,65.056,0.9990000128746033,,,,,,,,,,,,,,,
1070,261.331,244.396,1.0,283.109,185.742,0.9980000257492065,311.062,135.55,0.9980000257492065,321.743,107.665,0.996999979019165,333.805,75.253,0.9990000128746033,379.52,397.652,1.0,430.686,396.073,1.0,459.831,412.062,0.9980000257492065,496.816,421.727,1.0,536.47,435.486,1.0
1071,237.763,279.342,1.0,264.761,227.413,1.0,292.757,191.073,0.9990000128746033,312.496,136.803,1.0,319.296,106.808,0.9990000128746033,340.782,412.94,1.0,391.998,409.201,1.0,437.293,413.251,0.9990000128746033,479.773,422.109,1.0,514.883,437.824,1.0
1072,220.296,293.976,1.0,251.642,246.001,1.0,275.888,207.752,1.0,300.271,165.647,1.0,316.763,128.198,1.0,312.253,417.8,1.0,364.381,408.976,0.9990000128746033,413.789,410.484,0.9990000128746033,450.546,409.097,1.0,487.999,415.819,1.0
1073,200.071,306.351,1.0,236.624,277.597,0.9990000128746033,276.633,228.238,0.9940000176429749,291.647,201.279,0.9300000071525574,275.082,172.608,0.9340000152587891,,,0.0,352.316,424.727,0.9990000128746033,393.998,413.357,0.9990000128746033,428.553,398.464,0.9990000128746033,460.07,399.103,1.0
1074,170.081,346.288,1.0,197.101,301.472,1.0,218.743,260.933,0.9959999918937683,242.111,227.14,1.0,253.968,194.845,1.0,323.709,515.739,0.9950000047683716,341.568,480.34,0.9990000128746033,365.281,451.615,0.9990000128746033,390.962,428.922,0.9990000128746033,422.341,412.748,1.0
1075,120.94,359.749,1.0,171.416,319.233,0.9959999918937683,213.262,277.231,0.9959999918937683,237.412,253.675,0.9990000128746033,254.011,227.995,0.9980000257492065,331.554,514.251,0.9959999918937683,349.149,473.013,0.996999979019165,369.736,448.758,1.0,394.284,430.026,0.9990000128746033,410.873,416.831,1.0
1076,75.754,395.694,1.0,125.433,365.356,0.9800000190734863,164.336,334.964,0.996999979019165,193.694,314.599,1.0,216.59,293.303,0.9990000128746033,346.742,482.611,1.0,363.74,447.752,0.9890000224113464,386.605,433.261,0.9990000128746033,397.644,415.315,0.9990000128746033,409.444,401.86,1.0
1077,59.309,418.699,0.9959999918937683,94.925,388.229,0.9879999756813049,132.612,365.456,0.9139999747276306,163.709,346.093,0.9990000128746033,189.129,329.796,1.0,354.964,477.393,1.0,364.049,443.849,0.9909999966621399,387.012,427.506,0.9959999918937683,399.096,413.202,0.996999979019165,408.799,393.819,1.0
1078,34.349,421.01,0.9900000095367432,81.174,396.18,0.9860000014305115,108.774,386.916,0.9810000061988831,146.991,363.861,0.984000027179718,171.544,344.228,1.0,353.881,477.455,1.0,364.216,444.376,0.9940000176429749,387.727,427.571,0.996999979019165,398.914,413.189,0.9980000257492065,409.065,393.612,1.0
1079,10.313,413.327,0.8489999771118164,84.025,387.322,0.6830000281333923,99.316,381.509,0.9869999885559082,123.302,379.193,0.9980000257492065,154.424,374.383,1.0,306.984,491.813,1.0,347.851,468.061,0.9959999918937683,372.241,444.861,0.9980000257492065,397.445,418.913,1.0,416.119,393.92,1.0
1080,19.937,388.695,0.9070000052452087,69.469,389.909,0.9950000047683716,92.21,383.76,0.9879999756813049,122.465,380.208,0.996999979019165,152.443,376.026,1.0,289.461,506.688,0.9980000257492065,337.494,465.637,0.9980000257492065,370.433,436.26,0.9980000257492065,394.216,420.343,1.0,414.313,403.343,1.0
1081,20.357,333.409,0.9710000157356262,57.61,372.069,0.9100000262260437,92.006,382.797,0.9670000076293945,120.81,380.033,0.9929999709129333,153.289,376.841,1.0,345.881,495.658,0.9990000128746033,355.146,449.31,0.9990000128746033,378.316,428.7,0.9940000176429749,396.564,412.152,1.0,408.999,394.078,1.0
1082,27.323,268.983,0.906000018119812,52.417,286.477,0.9789999723434448,68.698,335.301,0.9959999918937683,102.862,362.322,0.9869999885559082,136.556,375.202,1.0,364.31,484.814,0.9990000128746033,362.752,451.596,0.9980000257492065,378.234,433.665,0.9860000014305115,398.811,414.736,0.9909999966621399,411.415,396.484,1.0
1083,75.397,213.154,0.9869999885559082,67.161,275.756,0.9879999756813049,76.018,310.273,0.9959999918937683,91.94,339.42,0.9980000257492065,113.69,370.799,1.0,359.645,468.269,0.9990000128746033,355.538,430.018,1.0,377.45,418.615,0.9919999837875366,389.025,412.837,0.9990000128746033,405.254,401.051,1.0
1084,102.064,169.761,1.0,76.029,211.579,0.9990000128746033,68.682,245.28,0.9980000257492065,61.028,282.066,0.8989999890327454,53.4,307.716,0.968999981880188,332.521,449.961,0.9150000214576721,358.059,435.96,0.996999979019165,372.881,413.278,0.9929999709129333,389.403,419.676,0.9980000257492065,407.24,402.03,1.0
1085,115.737,150.117,1.0,87.585,189.449,0.9990000128746033,76.629,220.451,0.9610000252723694,76.628,253.583,0.9829999804496765,69.383,291.531,0.9950000047683716,282.522,457.647,0.9990000128746033,340.849,451.004,0.9559999704360962,363.187,443.619,0.8109999895095825,397.523,420.846,0.9990000128746033,421.116,402.524,1.0
1086,109.525,130.277,1.0,91.234,172.093,0.9900000095367432,76.213,214.36,0.9900000095367432,70.397,253.358,0.9929999709129333,72.976,284.032,0.9929999709129333,263.563,435.354,1.0,309.72,442.615,1.0,353.033,444.15,0.9990000128746033,389.398,433.307,1.0,421.991,406.354,1.0
1087,115.294,92.484,0.9990000128746033,93.032,139.01,0.9990000128746033,83.536,180.503,0.9990000128746033,62.644,220.704,0.7509999871253967,61.135,252.581,0.7379999756813049,197.454,411.174,1.0,250.973,424.958,1.0,291.59,434.444,1.0,333.51,441.999,1.0,376.492,442.838,0.9950000047683716
1088,122.165,66.481,0.9990000128746033,107.232,108.422,0.9990000128746033,90.305,148.565,0.8790000081062317,67.797,203.545,0.24199999868869781,62.262,217.947,0.6639999747276306,174.933,368.209,1.0,221.293,402.35,1.0,247.035,421.576,1.0,273.977,444.131,1.0,302.783,467.416,0.9959999918937683
1089,123.674,52.458,0.996999979019165,114.255,99.05,1.0,98.429,130.26,0.9909999966621399,89.506,161.611,0.9279999732971191,67.752,187.67,0.8610000014305115,180.956,333.276,0.9990000128746033,206.949,372.111,1.0,230.838,410.131,1.0,256.917,439.544,1.0,282.459,465.567,1.0
1090,124.173,44.575,0.8539999723434448,112.275,85.622,0.9980000257492065,97.604,121.345,0.9950000047683716,84.481,148.852,0.9769999980926514,69.449,186.254,0.9959999918937683,182.238,284.336,1.0,206.187,329.28,1.0,230.672,371.059,1.0,253.06,408.236,1.0,282.424,439.098,0.9990000128746033
1091,91.778,28.406,0.6230000257492065,92.806,76.334,0.9890000224113464,95.057,107.629,0.9879999756813049,84.765,139.38,0.9900000095367432,76.658,171.07,0.9980000257492065,154.915,260.904,1.0,189.428,298.469,1.0,214.617,337.669,0.9990000128746033,237.391,377.453,1.0,258.165,409.913,1.0
1092,42.321,11.871,0.9570000171661377,73.718,54.24,0.9850000143051147,94.549,83.601,0.9739999771118164,93.637,114.26,0.9470000267028809,92.571,142.202,0.9990000128746033,116.172,236.257,1.0,150.298,276.613,1.0,180.358,317.439,1.0,201.616,349.93,1.0,228.19,379.989,1.0
1093,123.641,283.754,0.9710000157356262,59.04,48.515,0.9890000224113464,76.39,71.737,0.9940000176429749,83.944,92.986,0.9190000295639038,83.06,117.542,0.9950000047683716,100.129,213.644,0.9919999837875366,122.801,244.994,0.9980000257492065,163.415,308.149,0.9860000014305115,188.165,334.643,1.0,208.356,364.058,1.0
1094,27.381,12.452,0.6190000176429749,58.218,49.715,0.9539999961853027,76.774,74.606,0.9829999804496765,82.303,94.271,0.9399999976158142,83.715,117.052,0.9739999771118164,97.898,201.31,0.9990000128746033,121.863,245.083,0.996999979019165,138.527,287.684,0.9959999918937683,172.17,322.21,0.9990000128746033,198.465,360.599,1.0
1095,27.712,19.721,0.7020000219345093,58.866,50.197,0.984000027179718,75.636,74.812,0.9909999966621399,85.866,92.985,0.984000027179718,100.949,170.523,0.9610000252723694,92.557,179.788,0.6110000014305115,105.851,218.411,0.9919999837875366,122.585,250.416,0.9990000128746033,144.61,286.982,0.9990000128746033,169.717,322.354,0.9990000128746033
1096,,,,,,,,,,,,,,,,,,0.0,100.892,211.627,0.5270000100135803,107.752,236.203,0.8019999861717224,114.061,267.782,0.9359999895095825,131.311,306.985,0.8970000147819519
1097,,,,,,,,,,,,,,,,83.864,132.805,0.4259999990463257,100.472,188.415,0.859000027179718,101.426,219.514,0.9789999723434448,110.735,258.466,0.9909999966621399,113.751,297.026,1.0
1098,,,,,,,,,,,,,,,,92.705,91.181,0.7910000085830688,100.334,187.928,0.9789999723434448,101.484,225.39,0.9980000257492065,110.715,268.193,0.9990000128746033,113.956,301.0,1.0
1099,36.548,52.766,0.41200000047683716,75.389,66.736,0.9800000190734863,83.855,60.898,0.8090000152587891,75.229,76.934,0.6320000290870667,100.674,140.948,0.9819999933242798,86.332,108.034,0.9879999756813049,90.626,170.571,0.9900000095367432,101.223,213.922,0.9959999918937683,109.722,267.02,0.9700000286102295,113.66,299.476,1.0
1100,82.822,139.703,0.9300000071525574,76.114,83.578,0.9309999942779541,85.763,76.329,0.9549999833106995,68.145,77.752,0.41600000858306885,83.029,156.107,0.9440000057220459,,,0.0,87.64,186.854,0.996999979019165,92.961,213.134,0.968999981880188,99.56,260.237,0.9900000095367432,101.711,289.207,0.9959999918937683
1101,75.278,173.967,0.9850000143051147,76.019,131.651,0.9409999847412109,69.373,100.114,0.7149999737739563,82.919,147.453,0.9070000052452087,77.181,148.171,0.9869999885559082,,,0.0,68.235,212.333,0.7620000243186951,93.337,228.738,0.8100000023841858,98.568,259.976,0.9900000095367432,99.351,290.669,1.0
1102,74.551,206.892,0.9319999814033508,75.324,154.195,0.5350000262260437,75.477,117.469,0.9449999928474426,60.911,163.099,0.828000009059906,59.96,211.613,0.9150000214576721,,,0.0,123.662,220.431,0.41600000858306885,108.647,236.128,0.9179999828338623,100.626,250.934,0.7360000014305115,93.883,291.828,0.9980000257492065
1103,68.085,225.512,0.9980000257492065,75.206,171.55,0.5950000286102295,75.647,132.73,0.9459999799728394,76.473,107.929,0.7020000219345093,,,0.0,,,,,,,,,,,,,,,
1104,,,0.0,,,0.0,84.816,245.737,0.9459999799728394,76.864,266.747,0.8299999833106995,89.712,291.137,0.9929999709129333,,,,,,,,,,,,,,,
1105,68.538,209.297,1.0,82.823,164.267,0.9079999923706055,85.029,130.902,0.9940000176429749,67.837,179.833,0.4020000100135803,70.85,189.768,0.9520000219345093,68.538,209.297,1.0,82.823,164.267,0.9079999923706055,85.029,130.902,0.9940000176429749,67.837,179.833,0.4020000100135803,70.85,189.768,0.9520000219345093
1106,68.566,210.573,0.9959999918937683,82.292,166.464,0.9750000238418579,85.016,130.764,0.9269999861717224,,,0.0,,,0.0,68.566,210.573,0.9959999918937683,82.292,166.464,0.9750000238418579,85.016,130.764,0.9269999861717224,,,0.0,,,0.0
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,61.831,213.967,0.996999979019165,74.224,165.312,0.8960000276565552,92.778,118.165,0.9620000123977661,115.895,100.693,0.42399999499320984,84.367,60.238,0.5099999904632568,,,,,,,,,,,,,,,
1110,63.255,213.731,0.9990000128746033,85.103,165.333,0.8460000157356262,92.418,126.384,0.9490000009536743,114.862,99.326,0.9100000262260437,132.005,61.076,0.5889999866485596,,,,,,,,,,,,,,,
1111,67.327,215.397,0.9990000128746033,85.169,170.462,0.968999981880188,94.589,126.132,0.9860000014305115,117.845,101.502,0.9779999852180481,133.565,61.406,0.7670000195503235,,,,,,,,,,,,,,,
1112,76.583,219.73,0.996999979019165,90.119,171.328,0.8009999990463257,97.886,125.532,0.9900000095367432,116.29,99.77,0.9629999995231628,143.141,61.573,0.9279999732971191,,,,,,,,,,,,,,,
1113,83.987,180.22,0.9660000205039978,105.664,139.145,0.5989999771118164,99.269,116.869,0.9829999804496765,106.724,154.434,0.7860000133514404,99.889,173.712,0.36899998784065247,,,,,,,,,,,,,,,
1114,,,0.0,,,0.0,85.526,116.7,0.9909999966621399,114.435,132.397,0.9169999957084656,126.355,163.787,0.48100000619888306,,,,,,,,,,,,,,,
1115,162.477,180.174,0.8690000176429749,114.424,125.861,0.7139999866485596,84.536,116.135,0.9670000076293945,116.821,179.959,0.9520000219345093,,,0.0,,,,,,,,,,,,,,,
1116,211.545,166.526,1.0,139.3,150.393,0.996999979019165,100.346,117.959,0.9729999899864197,83.803,92.046,0.5460000038146973,68.269,51.936,0.19699999690055847,,,,,,,,,,,,,,,
1117,227.358,138.961,0.843999981880188,147.152,132.742,0.9990000128746033,113.66,100.731,0.9929999709129333,76.237,107.529,0.40799999237060547,12.303,91.989,0.765999972820282,126.018,185.851,0.9509999752044678,78.288,188.875,0.9639999866485596,52.215,188.295,0.45399999618530273,,,0.0,,,0.0
1118,276.367,150.463,1.0,165.95,115.39,0.9639999866485596,138.573,101.123,0.9070000052452087,,,0.0,,,0.0,213.635,147.921,0.9959999918937683,110.431,188.059,0.9850000143051147,77.498,203.816,0.46299999952316284,68.156,226.562,0.9240000247955322,,,0.0
1119,312.979,203.198,0.996999979019165,287.776,164.641,1.0,253.488,142.466,0.9980000257492065,219.028,120.754,0.9990000128746033,188.771,107.666,1.0,204.487,200.14,1.0,153.534,206.932,0.9990000128746033,108.815,210.706,0.8059999942779541,68.966,211.282,0.8960000276565552,66.757,179.96,0.9909999966621399
1120,309.887,221.445,0.9879999756813049,289.948,195.625,1.0,269.231,164.933,1.0,240.903,140.392,0.9990000128746033,220.92,122.774,0.9990000128746033,236.048,229.745,0.9980000257492065,185.597,230.61,0.996999979019165,137.996,227.275,0.6039999723434448,101.97,212.341,0.9860000014305115,114.352,189.04,0.9869999885559082
1121,330.591,236.572,1.0,305.411,201.189,0.9990000128746033,285.225,171.382,1.0,268.914,139.336,1.0,257.881,110.848,1.0,300.587,300.276,1.0,244.265,276.263,0.9990000128746033,204.549,266.309,0.9800000190734863,165.513,245.636,0.8949999809265137,130.079,228.735,0.8169999718666077
1122,341.043,236.287,1.0,311.95,201.327,1.0,294.993,166.611,1.0,279.615,136.183,1.0,270.224,108.687,1.0,331.996,336.364,1.0,283.627,306.947,0.9990000128746033,247.945,285.507,0.9959999918937683,210.287,253.513,0.9909999966621399,188.198,245.018,0.7789999842643738
1123,372.758,220.881,1.0,334.355,200.421,1.0,300.345,171.025,1.0,285.569,136.447,0.996999979019165,273.988,102.295,0.9879999756813049,352.005,356.043,1.0,301.823,323.372,0.9990000128746033,267.125,301.103,0.968999981880188,244.631,264.334,0.9129999876022339,210.614,243.63,0.9980000257492065
1124,416.516,212.305,1.0,367.806,200.535,1.0,326.69,182.673,1.0,292.056,154.86,0.9990000128746033,269.388,133.895,1.0,393.805,390.081,1.0,352.494,356.7,1.0,318.873,331.717,0.9990000128746033,292.246,306.721,0.9919999837875366,253.645,276.023,0.9980000257492065
1125,438.325,203.398,1.0,382.958,196.817,1.0,343.81,182.829,1.0,309.817,164.004,1.0,281.157,149.509,1.0,433.291,401.152,1.0,379.1,370.335,0.9919999837875366,341.502,360.891,0.9980000257492065,309.805,338.579,0.9990000128746033,280.049,313.762,0.9980000257492065
1126,524.135,208.867,1.0,477.102,196.141,1.0,434.135,184.364,0.9990000128746033,373.406,162.406,1.0,340.959,157.91,0.9909999966621399,513.491,428.062,1.0,465.793,419.748,1.0,427.051,411.601,0.9950000047683716,386.745,396.342,1.0,348.395,377.461,1.0
1127,620.046,203.95,1.0,572.572,202.53,0.9990000128746033,526.341,198.087,1.0,480.949,185.808,1.0,434.48,195.455,0.9990000128746033,571.656,445.378,1.0,521.98,433.483,0.9990000128746033,481.446,424.815,1.0,442.19,421.67,1.0,405.409,420.656,0.9929999709129333
