scorer,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000
individuals,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB
bodyparts,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
5399,208.684,496.159,0.9980000257492065,192.481,447.835,0.9990000128746033,180.735,415.363,1.0,159.066,394.893,0.9919999837875366,147.768,366.937,0.996999979019165,342.375,159.735,1.0,301.726,146.853,0.9980000257492065,274.635,134.451,0.9959999918937683,253.631,148.171,0.9679999947547913,251.281,184.478,0.9679999947547913
5400,188.747,469.544,0.9990000128746033,190.026,428.004,0.9760000109672546,179.601,403.184,0.9769999980926514,171.219,390.353,0.9850000143051147,156.722,359.441,0.9990000128746033,341.912,159.397,1.0,301.747,147.003,0.9980000257492065,274.584,134.354,0.9959999918937683,253.704,147.997,0.9610000252723694,251.305,184.438,0.9710000157356262
5401,180.264,458.94,0.765999972820282,180.24,444.425,0.41600000858306885,195.204,412.561,0.9620000123977661,178.75,388.454,0.9940000176429749,162.766,361.936,1.0,342.231,159.545,1.0,301.699,146.77,0.9980000257492065,274.532,134.169,0.996999979019165,253.634,147.846,0.9620000123977661,251.271,184.513,0.9710000157356262
5402,,,,,,,,,,,,,,,,342.321,159.897,1.0,301.318,146.468,0.9980000257492065,274.27,134.016,0.9959999918937683,253.035,148.482,0.9580000042915344,250.861,184.99,0.9769999980926514
5403,,,,,,,,,,,,,,,,342.478,162.901,1.0,301.482,139.369,0.9879999756813049,284.02,124.142,0.7300000190734863,259.488,139.431,0.1979999989271164,253.117,138.79,0.18799999356269836
5404,293.843,123.684,1.0,263.262,173.014,1.0,252.029,210.479,1.0,234.073,233.343,1.0,217.925,254.057,1.0,350.273,147.462,1.0,315.472,165.375,1.0,282.729,164.527,1.0,266.552,162.857,1.0,253.742,170.966,0.9980000257492065
5405,,,0.0,,,0.0,259.462,140.263,0.6970000267028809,244.256,171.551,0.675000011920929,253.708,195.577,0.9909999966621399,416.631,139.503,1.0,362.763,163.174,0.9990000128746033,323.202,181.519,1.0,320.686,213.119,0.9980000257492065,316.249,258.941,1.0
5406,340.631,132.315,0.9990000128746033,301.528,156.865,0.9959999918937683,276.223,155.766,0.9539999961853027,253.212,170.116,0.8019999861717224,,,0.0,443.785,147.524,1.0,389.406,159.164,1.0,349.206,173.365,0.9980000257492065,333.15,212.018,0.9789999723434448,311.116,226.719,0.9929999709129333
5407,339.657,124.332,0.9990000128746033,303.107,149.616,0.9890000224113464,273.641,147.913,0.9470000267028809,253.271,169.917,0.8970000147819519,,,0.0,461.646,145.358,1.0,401.828,157.229,0.9980000257492065,362.318,172.698,0.9779999852180481,333.911,194.899,0.9959999918937683,307.751,219.751,0.9559999704360962
5408,331.306,109.843,0.9980000257492065,307.433,154.934,0.9990000128746033,279.695,155.206,0.9980000257492065,259.882,172.487,0.9950000047683716,261.851,196.373,0.9990000128746033,480.37,121.775,1.0,435.004,143.072,0.9990000128746033,402.487,165.202,0.9959999918937683,371.33,183.195,0.9990000128746033,343.255,197.704,0.7789999842643738
5409,323.596,98.345,1.0,309.958,149.66,0.996999979019165,288.578,162.804,0.9990000128746033,269.411,171.936,0.996999979019165,267.326,195.681,0.996999979019165,503.326,123.61,1.0,450.907,130.642,0.9980000257492065,404.266,145.569,1.0,377.691,157.348,1.0,350.375,182.572,1.0
5410,322.951,97.186,1.0,308.413,156.297,0.9879999756813049,286.428,156.256,0.9980000257492065,272.424,172.434,0.9980000257492065,268.241,196.314,0.996999979019165,493.991,139.158,1.0,444.601,127.367,0.9990000128746033,403.65,138.179,0.9900000095367432,378.495,151.471,1.0,354.488,168.598,0.9980000257492065
5411,317.773,94.524,1.0,314.582,140.572,0.9990000128746033,286.993,155.67,1.0,269.178,171.357,0.9959999918937683,267.769,195.397,0.9980000257492065,481.061,147.35,1.0,437.134,139.065,0.9990000128746033,401.018,145.866,1.0,378.717,155.966,1.0,354.472,180.31,1.0
5412,316.047,100.14,1.0,314.624,141.462,0.9990000128746033,287.967,156.011,1.0,269.274,172.541,0.996999979019165,269.072,198.082,0.9990000128746033,484.031,152.422,1.0,435.53,141.904,1.0,400.453,144.616,1.0,380.289,157.453,1.0,349.861,181.892,1.0
5413,316.274,99.107,1.0,309.586,146.492,1.0,286.499,158.291,1.0,270.292,176.666,1.0,267.16,201.54,0.9990000128746033,486.428,155.406,1.0,434.45,150.258,1.0,397.555,146.713,1.0,374.262,160.847,1.0,347.926,187.108,1.0
5414,316.006,99.052,1.0,309.236,147.288,1.0,285.065,159.846,1.0,271.331,178.303,1.0,272.828,203.744,1.0,479.748,154.975,1.0,434.299,152.682,1.0,399.351,149.729,1.0,373.607,166.726,1.0,344.811,184.058,1.0
5415,316.259,98.699,1.0,309.563,146.74,1.0,285.145,159.619,1.0,271.244,177.816,1.0,267.151,202.314,1.0,470.564,153.563,1.0,431.111,151.255,1.0,397.98,151.716,1.0,372.612,169.148,1.0,344.966,185.192,1.0
5416,316.349,94.495,1.0,308.655,148.221,1.0,284.862,162.212,1.0,271.44,177.251,1.0,268.299,200.202,0.9990000128746033,471.533,154.113,1.0,432.113,151.184,1.0,396.102,156.488,1.0,371.18,172.563,1.0,344.537,186.897,1.0
5417,316.615,94.17,1.0,311.515,147.013,1.0,285.307,162.424,1.0,272.748,179.475,1.0,267.578,200.961,1.0,496.172,165.955,1.0,446.91,156.174,0.9990000128746033,405.266,162.075,1.0,378.763,172.971,1.0,342.827,186.754,1.0
5418,316.907,95.054,1.0,310.101,139.35,1.0,289.387,161.192,1.0,277.221,179.16,0.9990000128746033,275.55,201.904,1.0,533.164,164.772,1.0,479.9,162.268,1.0,438.053,165.03,1.0,398.706,172.581,0.9980000257492065,373.669,164.888,0.6830000281333923
5419,316.404,95.825,1.0,315.852,133.463,1.0,302.378,157.18,1.0,283.275,174.269,1.0,275.693,195.481,1.0,611.646,208.731,1.0,562.416,182.546,1.0,523.257,170.459,1.0,485.92,172.484,1.0,451.379,169.61,1.0
5420,318.421,96.034,1.0,315.816,131.44,1.0,304.391,156.213,1.0,285.551,174.09,1.0,276.095,193.951,1.0,,,,,,,,,,,,,,,
5421,316.545,95.626,1.0,316.17,130.555,1.0,304.867,155.774,1.0,285.613,173.942,1.0,276.492,193.575,1.0,721.139,266.183,1.0,675.859,237.093,1.0,638.901,207.807,1.0,609.535,186.896,1.0,575.477,171.642,1.0
5422,316.763,95.203,1.0,316.377,130.008,1.0,304.881,155.119,1.0,285.747,173.612,1.0,276.808,193.223,1.0,766.979,289.611,1.0,718.662,264.924,1.0,671.951,236.295,1.0,640.637,215.563,1.0,606.768,200.261,1.0
5423,316.653,95.025,1.0,316.327,129.757,1.0,305.04,155.53,1.0,285.749,173.841,1.0,276.808,193.101,1.0,776.712,294.125,1.0,735.092,270.473,1.0,694.565,251.979,1.0,656.767,233.111,1.0,625.044,216.446,1.0
5424,316.335,94.906,1.0,316.217,129.842,1.0,305.114,155.263,1.0,285.502,173.738,1.0,276.79,192.776,1.0,776.57,267.711,0.8619999885559082,740.975,277.369,0.9980000257492065,714.886,262.954,1.0,689.559,245.852,1.0,662.039,229.912,1.0
5425,316.055,94.889,1.0,315.993,129.772,1.0,304.847,155.354,1.0,285.256,173.415,1.0,276.422,193.05,1.0,724.818,293.95,1.0,746.686,299.343,0.9990000128746033,731.562,285.612,0.9739999771118164,705.134,269.259,0.9980000257492065,693.114,248.84,1.0
5426,316.267,94.791,1.0,316.122,129.553,1.0,304.932,155.385,1.0,284.975,173.28,1.0,276.115,192.456,1.0,699.542,299.929,0.953000009059906,732.955,301.98,0.9990000128746033,740.751,313.071,0.9980000257492065,734.348,314.677,0.996999979019165,691.014,245.918,0.9879999756813049
5427,316.439,94.691,1.0,316.195,129.657,1.0,304.843,155.594,1.0,284.965,173.498,1.0,276.259,192.422,1.0,699.241,281.376,0.9919999837875366,719.123,286.721,1.0,729.798,298.666,0.9739999771118164,721.106,292.728,1.0,698.09,290.754,0.921999990940094
5428,316.725,94.581,1.0,316.346,129.852,1.0,304.929,155.43,1.0,285.268,173.328,1.0,276.64,192.548,1.0,691.738,283.659,0.9980000257492065,717.557,290.02,1.0,728.468,292.067,0.996999979019165,721.962,292.855,0.9959999918937683,675.934,244.919,0.7559999823570251
5429,317.041,94.452,1.0,316.549,129.243,1.0,304.919,155.451,1.0,285.698,173.132,1.0,276.983,192.634,1.0,673.434,309.037,1.0,705.817,291.077,0.9620000123977661,,,0.0,722.769,298.565,0.15600000321865082,,,0.0
5430,318.759,94.056,1.0,316.955,129.922,1.0,304.919,155.192,1.0,285.984,173.16,1.0,277.325,192.892,1.0,,,,,,,,,,,,,,,
5431,318.829,94.197,1.0,316.891,129.922,1.0,304.79,155.329,1.0,285.822,173.11,1.0,277.105,192.748,1.0,,,,,,,,,,,,,,,
5432,317.381,95.085,1.0,316.851,129.833,1.0,304.401,155.193,1.0,285.998,173.046,1.0,277.249,192.76,1.0,,,,,,,,,,,,,,,
5433,318.969,93.887,1.0,316.682,129.381,1.0,304.348,155.264,1.0,285.932,173.351,1.0,277.361,193.427,1.0,,,,,,,,,,,,,,,
5434,318.998,93.956,1.0,316.655,129.366,1.0,304.047,155.086,1.0,286.061,173.33,1.0,277.616,193.66,1.0,656.182,310.297,1.0,692.74,299.03,0.9369999766349792,,,0.0,701.792,292.363,0.6850000023841858,,,0.0
5435,319.398,94.047,1.0,316.739,129.517,1.0,304.145,155.469,1.0,285.734,173.231,1.0,276.918,193.535,1.0,653.553,310.229,0.9950000047683716,691.659,292.321,0.9710000157356262,698.635,292.759,0.5509999990463257,732.489,292.128,0.6019999980926514,,,0.0
5436,319.577,94.228,1.0,316.643,129.161,1.0,303.822,155.21,1.0,285.53,173.292,1.0,276.863,193.229,1.0,641.08,306.258,0.9990000128746033,677.044,292.369,0.9950000047683716,698.043,269.161,0.5860000252723694,730.456,292.276,0.8289999961853027,721.724,298.48,0.9210000038146973
5437,319.742,94.222,1.0,316.587,129.138,1.0,304.273,155.482,1.0,285.597,173.413,1.0,276.754,193.184,1.0,641.123,308.976,0.9940000176429749,674.829,316.278,0.9990000128746033,690.911,285.757,0.9769999980926514,704.876,286.551,0.8360000252723694,722.97,297.261,0.9350000023841858
5438,319.886,94.253,1.0,318.238,126.969,1.0,304.134,155.558,1.0,285.777,173.31,1.0,276.662,193.154,1.0,632.448,325.88,0.9980000257492065,668.159,325.845,0.9990000128746033,682.391,330.034,0.9390000104904175,690.352,286.142,0.9810000061988831,,,0.0
5439,319.811,94.251,1.0,316.902,129.25,1.0,304.219,155.779,1.0,285.9,173.69,1.0,276.791,193.156,1.0,676.54,306.995,0.9950000047683716,676.703,339.503,0.9850000143051147,690.637,345.725,0.9950000047683716,687.943,283.234,0.9850000143051147,,,0.0
5440,317.293,94.366,1.0,316.814,129.681,1.0,304.052,155.864,1.0,285.812,173.731,1.0,276.726,193.013,1.0,653.715,316.858,0.972000002861023,678.699,332.114,1.0,695.514,341.879,0.9990000128746033,691.493,346.659,0.9079999923706055,,,0.0
5441,319.432,94.3,1.0,316.78,129.727,1.0,304.22,155.73,1.0,286.052,173.653,1.0,276.839,192.716,1.0,643.999,325.293,0.9980000257492065,675.452,335.478,1.0,696.021,337.135,1.0,718.756,329.289,0.968999981880188,742.429,324.482,0.996999979019165
5442,319.321,94.367,1.0,316.757,129.701,1.0,304.406,155.743,1.0,286.411,173.585,1.0,277.027,192.794,1.0,636.109,329.661,0.9990000128746033,673.827,332.459,1.0,694.002,339.291,1.0,717.451,329.656,0.9539999961853027,741.715,325.001,0.9869999885559082
5443,319.59,94.242,1.0,316.735,129.683,1.0,304.462,155.596,1.0,286.388,173.554,1.0,277.164,192.76,1.0,630.329,315.875,1.0,671.346,328.903,1.0,693.064,339.951,1.0,717.58,329.819,0.7749999761581421,740.792,324.917,0.9810000061988831
5444,319.466,94.349,1.0,316.766,129.689,1.0,304.446,155.557,1.0,286.399,173.364,1.0,277.114,192.757,1.0,637.351,307.587,1.0,674.724,331.602,1.0,698.246,339.135,1.0,718.709,337.978,0.9449999928474426,732.009,326.854,0.9819999933242798
5445,319.857,94.16,1.0,316.608,129.654,1.0,304.512,155.501,1.0,286.357,173.44,1.0,276.924,193.056,1.0,637.156,313.941,0.9900000095367432,676.798,331.96,1.0,697.405,338.238,1.0,718.139,338.203,0.9559999704360962,732.285,326.518,0.984000027179718
5446,320.017,93.882,1.0,316.638,129.612,1.0,304.632,155.235,1.0,286.78,173.347,1.0,277.303,192.923,1.0,643.33,316.361,0.9430000185966492,678.969,331.435,1.0,697.598,339.617,1.0,702.698,346.582,0.9459999799728394,668.302,338.919,0.9879999756813049
5447,319.328,93.779,1.0,316.733,129.192,1.0,304.595,155.026,1.0,286.894,173.322,1.0,277.213,192.736,1.0,640.734,325.268,1.0,674.214,330.888,1.0,697.828,338.83,1.0,702.923,340.521,0.9279999732971191,732.701,325.723,0.9229999780654907
5448,319.805,93.77,1.0,316.767,129.334,1.0,304.351,155.385,1.0,286.713,173.734,1.0,277.324,193.299,1.0,627.568,343.595,1.0,673.007,331.565,1.0,697.845,336.431,1.0,717.712,331.438,0.8130000233650208,732.394,327.277,0.9269999861717224
5449,319.284,93.721,1.0,316.903,129.319,1.0,304.56,155.171,1.0,286.958,173.563,1.0,276.792,192.941,1.0,627.631,360.004,1.0,674.325,345.809,1.0,697.376,340.481,0.9980000257492065,724.36,330.606,0.6940000057220459,690.614,291.516,0.9649999737739563
5450,317.523,93.869,1.0,317.166,129.628,1.0,304.637,155.357,1.0,287.276,173.375,1.0,277.074,192.494,1.0,630.446,357.657,1.0,683.692,354.088,1.0,703.292,352.217,1.0,730.708,344.185,1.0,740.307,338.94,1.0
5451,317.19,93.917,1.0,316.778,129.457,1.0,304.667,155.345,1.0,286.965,173.496,1.0,277.009,192.793,1.0,660.77,356.563,0.9819999933242798,691.592,356.531,0.9169999957084656,708.907,293.931,0.9990000128746033,716.231,283.503,0.6520000100135803,684.761,267.237,0.9470000267028809
5452,317.2,94.062,1.0,316.883,129.47,1.0,304.425,155.532,1.0,286.661,173.789,1.0,277.08,193.53,1.0,701.761,419.581,1.0,706.012,359.094,0.9980000257492065,716.571,307.621,0.9990000128746033,733.127,283.356,0.9200000166893005,724.101,264.25,0.9890000224113464
5453,317.473,93.663,1.0,316.749,129.146,1.0,304.659,155.235,1.0,286.711,173.445,1.0,276.392,192.843,1.0,763.054,477.488,0.9990000128746033,757.631,414.606,0.9990000128746033,751.407,365.494,0.9990000128746033,748.654,329.643,1.0,738.932,294.893,1.0
5454,317.832,93.502,1.0,316.738,129.159,1.0,304.731,155.185,1.0,286.477,173.476,1.0,276.171,192.913,1.0,764.515,495.44,0.9869999885559082,756.46,443.204,1.0,748.069,402.093,1.0,747.011,364.049,1.0,737.746,333.37,1.0
5455,319.348,94.058,1.0,316.651,129.069,1.0,304.661,155.248,1.0,286.522,173.458,1.0,276.135,193.089,1.0,780.244,509.695,0.9980000257492065,764.753,469.817,0.996999979019165,754.043,437.86,0.9990000128746033,747.432,410.142,0.9929999709129333,747.179,382.234,1.0
5456,319.504,94.054,1.0,316.69,129.286,1.0,304.487,155.47,1.0,286.646,173.537,1.0,276.032,193.493,1.0,801.062,508.081,0.9779999852180481,764.657,462.204,0.9900000095367432,754.669,436.663,1.0,754.317,412.594,0.9929999709129333,753.943,395.723,1.0
5457,317.735,93.419,1.0,316.654,129.157,1.0,304.596,155.488,1.0,286.133,173.675,1.0,275.738,193.742,1.0,810.311,493.552,0.9890000224113464,784.451,461.303,0.9950000047683716,764.625,437.685,1.0,753.406,419.758,0.9990000128746033,754.548,397.549,1.0
5458,319.167,94.066,1.0,316.639,129.514,1.0,304.507,155.427,1.0,286.494,173.562,1.0,276.492,193.66,1.0,827.443,475.304,0.5680000185966492,795.062,455.61,0.9950000047683716,770.602,437.293,1.0,758.497,421.655,1.0,755.591,398.253,1.0
5459,319.044,94.184,1.0,316.857,129.958,1.0,304.34,155.54,1.0,286.471,173.683,1.0,275.966,193.552,1.0,844.397,475.963,0.7279999852180481,803.506,448.771,1.0,775.35,433.525,1.0,763.061,411.59,0.9990000128746033,749.054,396.534,1.0
5460,317.858,94.403,1.0,317.155,130.081,1.0,304.137,155.537,1.0,286.421,173.491,1.0,276.115,193.341,1.0,844.296,476.086,0.7250000238418579,802.371,446.195,1.0,775.183,429.506,1.0,762.751,412.162,0.9990000128746033,748.785,396.085,1.0
5461,318.696,94.095,1.0,317.203,130.15,1.0,304.242,155.55,1.0,286.218,173.395,1.0,276.242,192.879,1.0,849.648,460.568,0.9940000176429749,807.767,451.201,1.0,781.075,433.797,1.0,758.96,418.31,1.0,742.713,393.022,1.0
5462,318.73,94.329,1.0,317.349,130.384,1.0,304.3,155.527,1.0,286.021,173.285,1.0,275.945,192.476,1.0,850.1,463.486,0.9810000061988831,811.882,448.809,1.0,781.449,433.32,0.9990000128746033,759.531,412.159,0.9980000257492065,742.926,393.549,1.0
5463,319.137,94.046,1.0,317.085,130.042,1.0,304.155,155.594,1.0,285.931,173.593,1.0,275.889,192.58,1.0,851.004,467.866,0.6669999957084656,804.048,449.493,1.0,776.186,434.302,0.9990000128746033,758.064,411.963,0.9980000257492065,747.422,394.538,1.0
5464,319.282,93.932,1.0,316.901,130.006,1.0,304.263,155.381,1.0,285.853,173.53,1.0,276.037,192.358,1.0,850.687,467.476,0.9020000100135803,803.641,451.828,1.0,773.483,436.371,1.0,755.923,413.047,0.9940000176429749,743.297,393.268,1.0
5465,319.444,93.869,1.0,316.8,129.885,1.0,304.438,155.273,1.0,285.831,173.574,1.0,276.064,192.443,1.0,855.138,450.657,0.9990000128746033,808.179,449.061,1.0,775.857,433.443,1.0,757.651,411.45,0.9950000047683716,747.629,394.532,1.0
5466,319.427,93.871,1.0,316.779,130.144,1.0,304.515,155.39,1.0,285.971,173.854,1.0,276.439,192.983,1.0,858.779,449.613,1.0,812.409,444.206,1.0,780.678,430.852,0.9990000128746033,758.259,409.2,0.9990000128746033,741.545,391.328,1.0
5467,319.483,93.741,1.0,316.938,130.132,1.0,304.473,155.474,1.0,286.096,173.893,1.0,276.296,193.054,1.0,851.772,461.431,0.9850000143051147,807.467,445.623,1.0,781.02,431.369,1.0,755.921,409.086,1.0,742.064,393.015,1.0
5468,319.59,93.778,1.0,317.057,130.187,1.0,304.525,155.46,1.0,286.122,173.905,1.0,276.232,193.088,1.0,836.027,483.951,0.10499999672174454,804.2,455.023,0.9980000257492065,774.843,436.286,1.0,756.505,411.027,0.9990000128746033,741.516,391.735,1.0
5469,320.043,93.737,1.0,316.784,130.158,1.0,304.397,155.689,1.0,286.311,173.882,1.0,276.517,193.449,1.0,811.486,509.224,0.9110000133514404,782.258,472.289,0.996999979019165,763.42,443.342,0.9990000128746033,755.986,419.643,1.0,750.109,395.516,1.0
5470,320.124,94.101,1.0,316.939,130.471,1.0,304.467,155.511,1.0,286.236,173.564,1.0,276.641,193.076,1.0,811.23,527.117,0.9399999976158142,785.468,481.482,0.996999979019165,770.48,449.599,0.9990000128746033,758.12,422.493,1.0,753.669,398.749,1.0
5471,320.289,94.155,1.0,316.461,129.358,1.0,303.468,155.593,1.0,285.678,173.192,1.0,276.478,193.27,1.0,828.414,523.137,0.7329999804496765,798.53,479.022,0.9990000128746033,780.924,452.55,0.9990000128746033,763.054,427.287,0.9990000128746033,747.087,399.796,1.0
5472,321.527,96.465,1.0,316.545,130.316,0.996999979019165,298.496,151.879,0.9990000128746033,283.952,172.587,0.9990000128746033,275.665,193.334,1.0,813.494,512.701,0.9599999785423279,798.059,476.206,0.9909999966621399,774.258,453.487,0.9980000257492065,763.167,427.544,0.996999979019165,748.514,400.322,1.0
5473,332.048,98.098,1.0,316.915,131.276,0.9959999918937683,294.966,151.755,1.0,283.651,172.336,0.9990000128746033,274.961,192.971,1.0,813.637,501.664,0.9869999885559082,788.326,470.812,0.9990000128746033,770.495,450.971,0.9990000128746033,757.906,426.959,0.9990000128746033,749.731,399.843,1.0
5474,333.211,98.059,1.0,317.271,132.057,0.9980000257492065,294.551,154.231,0.9990000128746033,283.749,172.847,0.9990000128746033,274.754,193.177,1.0,836.173,490.805,0.9390000104904175,796.709,465.62,0.996999979019165,771.563,443.156,1.0,755.87,421.847,0.9990000128746033,746.678,394.855,1.0
5475,325.348,96.164,1.0,317.571,130.685,1.0,301.598,155.977,1.0,283.953,173.325,1.0,275.525,193.57,1.0,868.28,483.776,0.9819999933242798,823.833,460.095,1.0,784.208,441.593,0.9990000128746033,761.56,420.977,1.0,747.474,391.381,1.0
5476,327.774,94.531,1.0,317.865,129.839,1.0,301.331,155.938,1.0,283.516,173.538,1.0,275.23,193.519,1.0,876.106,464.851,0.9940000176429749,822.607,455.027,0.9990000128746033,783.861,435.935,1.0,758.726,420.396,1.0,742.803,390.236,1.0
5477,325.365,94.719,1.0,317.452,129.917,1.0,301.756,155.815,1.0,283.623,173.49,1.0,275.658,193.07,1.0,883.981,457.263,0.9919999837875366,829.686,445.951,0.984000027179718,783.693,432.777,1.0,756.941,418.892,1.0,742.564,390.573,1.0
5478,326.252,94.079,1.0,317.292,129.795,1.0,301.858,155.917,1.0,283.703,173.398,1.0,275.673,192.896,1.0,870.037,442.298,0.9990000128746033,821.65,442.071,0.996999979019165,783.613,429.142,1.0,762.565,410.555,0.9980000257492065,743.128,391.795,1.0
5479,326.773,93.896,1.0,317.336,129.63,1.0,301.946,155.806,1.0,283.982,173.434,1.0,276.009,193.064,1.0,868.481,444.381,0.9980000257492065,817.826,438.386,0.9990000128746033,782.707,429.196,1.0,759.19,410.981,0.9980000257492065,743.095,390.613,1.0
5480,326.322,94.228,1.0,317.076,129.899,1.0,301.835,155.826,1.0,283.639,173.279,1.0,275.695,192.525,1.0,872.133,449.386,0.9940000176429749,818.954,443.802,0.996999979019165,783.842,431.596,1.0,756.211,411.638,0.9990000128746033,743.117,391.294,1.0
5481,325.979,94.641,1.0,317.196,129.643,1.0,301.83,155.817,1.0,283.57,173.149,1.0,275.66,192.543,1.0,869.326,441.87,0.9990000128746033,820.611,445.513,1.0,784.727,431.87,1.0,757.029,411.793,0.9990000128746033,742.993,390.838,1.0
5482,324.92,95.362,1.0,317.361,129.706,1.0,301.517,155.863,1.0,283.543,172.994,1.0,275.434,192.345,1.0,849.313,459.954,0.9950000047683716,807.806,438.974,1.0,780.003,428.023,1.0,755.433,408.896,1.0,742.739,390.819,1.0
5483,326.174,94.83,1.0,316.369,131.328,1.0,300.929,156.055,1.0,282.669,173.182,1.0,275.098,192.924,1.0,755.802,499.315,0.9990000128746033,765.507,458.464,0.996999979019165,769.572,428.967,0.996999979019165,762.654,403.521,0.9990000128746033,745.558,376.421,1.0
5484,324.563,94.973,1.0,317.167,130.116,1.0,301.753,155.46,1.0,282.666,173.266,1.0,275.281,192.92,1.0,722.272,508.285,0.996999979019165,741.698,465.639,0.9950000047683716,740.666,435.624,0.984000027179718,761.323,405.657,0.9959999918937683,747.262,377.019,1.0
5485,323.883,94.696,1.0,317.352,130.232,1.0,302.318,155.573,1.0,283.058,173.266,1.0,275.087,192.934,1.0,674.787,476.711,0.9959999918937683,716.868,445.589,0.9900000095367432,739.336,430.496,0.9929999709129333,755.66,404.892,0.9959999918937683,749.881,377.285,1.0
5486,324.541,94.438,1.0,317.458,129.816,1.0,302.832,155.571,1.0,283.636,173.504,1.0,275.146,193.146,1.0,660.122,491.567,0.9990000128746033,703.598,465.329,0.9950000047683716,725.451,434.298,0.9980000257492065,756.411,406.691,0.9940000176429749,748.946,379.823,1.0
5487,324.552,94.319,1.0,317.27,130.15,1.0,302.106,155.553,1.0,283.339,173.282,1.0,274.888,193.213,1.0,661.699,492.729,0.9990000128746033,703.628,457.755,0.9929999709129333,726.376,433.931,0.9990000128746033,754.828,405.719,0.9919999837875366,748.962,379.832,1.0
5488,324.918,94.374,1.0,317.189,130.314,1.0,302.217,155.659,1.0,283.465,173.267,1.0,274.817,193.009,1.0,716.34,474.751,0.9929999709129333,722.946,435.385,0.9990000128746033,741.496,422.089,0.9929999709129333,763.1,404.835,0.9940000176429749,750.867,380.224,1.0
5489,325.443,94.469,1.0,317.307,129.927,1.0,302.685,155.654,1.0,283.604,173.451,1.0,274.956,193.249,1.0,,,0.0,747.227,412.631,0.8690000176429749,745.722,404.626,0.9950000047683716,754.274,387.961,0.9980000257492065,745.307,369.701,1.0
5490,325.452,94.791,1.0,317.219,130.05,1.0,303.197,155.836,1.0,283.849,173.534,1.0,275.039,193.215,1.0,718.929,296.066,0.9990000128746033,720.905,339.246,0.9879999756813049,729.601,353.297,0.9900000095367432,748.332,390.158,0.9860000014305115,764.47,414.04,0.996999979019165
5491,326.414,94.628,1.0,319.296,127.399,1.0,303.666,155.677,1.0,284.132,173.768,1.0,275.355,193.594,1.0,,,0.0,682.97,196.172,0.8730000257492065,698.783,237.533,0.9330000281333923,721.848,323.714,0.9959999918937683,739.782,361.112,1.0
5492,326.453,94.772,1.0,317.602,129.08,1.0,303.003,155.457,1.0,283.838,173.415,1.0,275.11,193.276,1.0,652.096,108.232,0.3319999873638153,669.986,178.267,0.9779999852180481,683.749,219.827,0.9169999957084656,701.739,282.955,0.8769999742507935,733.008,323.434,0.996999979019165
5493,326.889,94.57,1.0,319.243,127.47,1.0,303.132,155.39,1.0,284.12,173.076,1.0,275.131,192.311,1.0,613.703,76.709,1.0,619.525,125.235,0.9919999837875366,645.6,171.186,0.9760000109672546,683.83,217.531,0.9340000152587891,698.135,248.188,0.996999979019165
